the bridges of madison county,7.3
the brothers mcmullen,6.3
the browning version,6
the cable guy,5.7
the celluloid closet,7
the chamber,5.9
the city of lost children,7.6
the client,6.4
the confessional,6.5
the convent,6.5
the cowboy way,5.1
the craft,6.3
the crossing guard,6.1
the crow,7.3
the crow: city of angels,5.2
the cure,7.2
the day the sun turned cold,7
the doom generation,5.6
the endless summer 2,7.1
the englishman who went up a hill but came down a mountain,6.1
the escort,5
the eye of vichy,0
the fan,5.7
the favor,3.3
the fear,3.4
the firm,6.6
the first wives club,6.5
the flintstones,5
the flower of my secret,6.9
the frighteners,6.7
the fugitive,7.2
the gate of heavenly peace,6.7
the gay divorcee,7.2
the getaway,5.4
the ghost and mrs. muir,7.3
the glass shield,5.4
the glimmer man,4.7
the godfather,8.5
the grass harp,6.1
the great white hype,5.1
"the haunted world of edward d. wood, jr.",10
the horseman on the roof,6.7
the house of the spirits,6.7
the hudsucker proxy,7.1
the hunchback of notre dame,6.8
the hunted,6
the indian in the cupboard,5.9
the inkwell,3.9
the inspector general,6.2
the island of dr. moreau,4.6
the jar,8
the jerky boys,4.8
the journey of august king,6.7
the jungle book,5.9
the juror,5.5
the land before time iii: the time of the great giving,6.1
the last of the high kings,5.7
the last supper,6.5
the last time i saw paris,5.1
the lion king,8
the little princess,7
the little rascals,6.3
the love bug,6
the madness of king george,6.7
the maltese falcon,7.8
the man from down under,0
the man without a face,6.2
the mark of zorro,7.1
the mask,6.6
the naked gun 33⅓: the final insult,6.4
the neon bible,7.2
the net,5.6
the neverending story iii: escape from fantasia,4.4
the new age,4.8
the next karate kid,4.8
the nightmare before christmas,7.6
the nutty professor,5.4
the old lady who walked in the sea,0
the outlaw,4.9
the pagemaster,6.2
the pallbearer,4.6
the paper,6.1
the parent trap,6.8
the perez family,6.6
the phantom,4.7
the philadelphia story,7.7
the piano,7.1
the pompatus of love,5.3
the postman,7.6
the program,6
the promise,5
the prophecy,6.4
the puppet masters,5.6
the quest,5.3
the quick and the dead,6.2
the ref,6.7
the relic,5.8
the reluctant debutante,6.6
the remains of the day,7.5
the rich man's wife,4.9
the river wild,6.1
the road to wellville,5.5
the rock,6.9
the run of the country,8
the saint of fort washington,4
the santa clause,6.3
the scarlet letter,8.3
the scout,5.3
the secret adventures of tom thumb,7.1
the secret garden,7.1
the secret of roan inish,6.1
the shadow,5.4
the shaggy dog,6.2
the shawshank redemption,8.5
the show,5.3
the silence of the lambs,8.1
the silences of the palace,4.3
the slingshot,6.2
the specialist,5.5
the spitfire grill,6.8
the star maker,6.8
the stars fell on henrietta,6.6
the story of xinghua,0
the stupids,4.2
the substitute,5.8
the sum of us,6
the superwife,5.3
the swan princess,6.5
the sword in the stone,6.9
the thin man,7.4
the three caballeros,6.2
the three musketeers,6.2
the tie that binds,4.6
the trigger effect,6.6
the truth about cats & dogs,5.7
the umbrellas of cherbourg,7.6
the underneath,5.6
the usual suspects,8.1
the visitors,7.1
the walking dead,6.6
the war,6.3
the war room,7.3
the way we laughed,8.6
the white balloon,7.5
the wild bunch,7.7
the wizard of oz,7.4
the women,6.4
"the wonderful, horrible life of leni riefenstahl",7.3
the wooden man's bride,6.5
the world of apu,8.2
the young poisoner's handbook,6.9
theodore rex,3.6
they bite,5.5
they made me a criminal,5.6
things to do in denver when you're dead,6.7
thinner,5.5
thirty two short films about glenn gould,7.4
three colors: blue,7.7
three colors: red,7.8
three colors: white,7.3
three wishes,6.1
threesome,6.3
tigrero: a film that was never made,7.5
til there was you,3.9
timecop,5.5
tin cup,5.9
to be or not to be,7.7
to catch a thief,7.1
to cross the rubicon,0
to die for,6.7
to live,7.7
"to wong foo, thanks for everything! julie newmar",6.3
tom & viv,5.8
tom and huck,5.4
tombstone,7.4
tommy boy,6.8
top hat,7.4
total eclipse,6.5
tough and deadly,6.3
touki bouki,7.3
toy story,7.7
trainspotting,7.8
trial by jury,5.5
true crime,5.1
true lies,6.8
true romance,7.5
twelfth night,7
twelve monkeys,7.4
twister,6.1
two bits,5.4
two deaths,7
two friends,0
two if by sea,4.5
two much,5.1
und keiner weint mir nach,0
under siege 2: dark territory,5.6
under the domim tree,6.5
underground,7.5
unforgettable,5.3
unstrung heroes,6.4
unzipped,6
up close & personal,5.9
vampire in brooklyn,4.5
vanya on 42nd street,6.1
venice,7.5
vermont is for lovers,0
vertigo,8
village of the damned,5.6
virgin mary,7
virtuosity,5.4
vive l'amour,7.3
waiting to exhale,6.1
walking and talking,6.6
war stories our mother never told us,0
waterworld,5.9
welcome to the dollhouse,6.9
what happened was...,7
what's eating gilbert grape,7.5
what's love got to do with it,6.9
when a man loves a woman,6
when night is falling,5.9
while you were sleeping,6.5
white man's burden,5.1
white squall,6.3
wide eyed and legless,0
widows' peak,4.3
wife,0
wild bill,5.9
wild reeds,7.4
window to paris,6
windows,5.8
wings of courage,6.8
winnie the pooh and the blustery day,7.8
with honors,6.1
wolf,6
wyatt earp,6.5
yankee zulu,6
"yes, madam",7.4
